LDA1,LDA2,LDA3,LDA4,LDA5,LDA6,LDA7,LDA8,LDA9,LDA10,LDA11,LDA12,LDA3,LDA14,LDA15,LDA16,LDA17,LDA18,LDA19,LDA20,LDA21,LDA22,LDA23,LDA24,LDA25,class
6.627298042,-3.203591577,4.510132032,-2.129779512,-1.832253699,1.676192651,-1.461708626,0.03315193,-0.428006193,0.526721406,-0.982718141,1.205313936,1.349586443,-0.80791669,1.107766481,-1.785419412,1.254631919,1.746657902,0.084700243,-0.507937813,-0.120247592,0.0759956,0.13177249,1.519558413,-0.248399618,6
9.235243289,-4.206063947,3.267793517,-3.548166478,-2.695735034,0.424004507,-4.258117183,-0.360218158,-1.812689713,1.085007067,0.105190751,0.748349951,0.805318624,0.785271845,0.419023535,-0.139555967,0.561025164,1.904156387,-2.058330376,0.149173612,1.26369058,0.749146084,-1.349500293,0.75070193,-2.789640976,6
-6.843176324,-1.77930899,1.367935168,0.149965124,0.916072057,3.264171102,1.409104387,2.631053539,-0.055507174,2.848100712,0.57573496,-2.282170124,2.220896687,1.179834649,-0.620804381,-1.144055836,-1.092160834,1.500277325,1.141321297,1.258948409,-0.779249806,-1.992204893,1.394831841,1.302786861,-0.345898638,7
-7.366969465,-2.238231309,1.077608064,-1.155989062,0.105822361,1.956834538,2.20763072,2.652090539,-0.820103197,2.040562281,-0.592607908,-1.301058171,1.563368937,3.659482,0.504272211,-2.318491556,-1.394548197,1.163075674,-1.095809509,1.650927331,-0.729111313,-3.04766852,-1.82585077,-0.666631541,-0.79978429,7
5.277967397,-9.370942725,-5.475175469,4.1308825,2.453711767,-3.793424498,1.486657244,0.516990587,-0.157223752,0.998203063,0.355888037,1.327755359,2.668779417,2.023040739,1.885929536,-0.533621747,1.575723166,-2.314991988,1.452472166,-0.868821472,0.153562474,-0.03870433,0.599405019,2.84998238,-0.493391051,8
6.926766681,-11.03007024,-5.261596622,4.20433052,2.639222414,-1.194393058,2.28068748,0.15167306,0.124792702,1.494420753,-0.662544355,1.12357192,0.8923843,3.03947655,-0.783803345,0.710257573,-0.003348765,0.894342976,0.113683442,0.451274074,-2.193827184,-0.946518029,-1.483387741,2.355633638,1.363218628,8
3.517795255,5.317954962,0.133250148,4.297814098,0.515544942,1.49117105,-0.309357928,1.160318048,1.055383404,3.311638541,-0.640630457,1.497194452,-0.444972182,-1.062525578,-1.303797367,-2.370720747,3.097749573,-0.869073245,1.170518939,0.793137764,0.520707905,0.591389356,0.001143736,1.052306341,-1.613238352,9
4.309307986,6.529751495,0.478305663,5.049251134,-0.071380311,1.451478893,0.231956305,0.683142302,1.465322106,3.470797485,-0.305943127,1.842694382,-1.066913052,1.121406155,-1.173092251,-3.027632166,3.102702347,-0.413438655,1.037414739,1.249892329,0.871684343,1.412501935,-1.335667745,0.633305123,2.849772284,9
-4.237081163,0.031296289,2.654903885,-0.322528812,2.473168443,5.846564202,1.11633513,-0.063933518,-1.795630032,1.359363813,-4.143563826,1.419319431,-0.572554694,0.350285719,0.733107899,0.860543501,-0.57046845,1.0490363,1.87326192,0.535841781,0.677060468,1.806460154,1.75061498,-0.570884566,0.105994025,10
-3.296102057,0.289444002,4.009550115,-0.155464116,3.066352253,6.298066752,1.233963484,-0.944501727,-0.502826373,-0.967116586,-1.497333125,-0.249874287,0.088013135,-1.641807925,-1.722722963,-0.142611618,-0.339480441,1.945070391,2.21113019,0.1937345,1.292190721,1.041064083,3.482468806,0.942203855,-0.823501309,10
-3.162162137,-0.03961842,1.155154969,0.472001372,3.029683763,4.836804292,0.205998152,0.522834419,-0.258265011,-0.533430115,0.778243441,0.206943526,0.464552912,-1.918358949,-1.3497584,2.54111174,0.916844184,2.300687613,-0.001736182,0.161319392,-1.591765958,-1.127356302,0.827660129,0.831157521,-0.451266019,11
-2.763604392,0.218900809,2.000001213,0.306757526,2.322551231,2.455463942,-0.048031541,-0.039260087,-0.055909875,0.517625515,-0.259241842,1.452315728,0.350563261,-1.844281007,-2.52303706,1.869009499,-0.367649231,0.611652497,0.821873576,0.201171401,-0.540195953,-0.201309944,0.065055753,1.21561593,-1.296557149,11
3.347920225,5.635281138,-0.512061993,-2.931932603,0.733681997,-2.097310867,2.962765014,-1.124696454,-0.159709621,-5.307705966,-2.552135611,-3.566001773,-1.846827126,-0.787724,0.210864384,-0.501448357,1.476206014,-0.86132176,1.915936835,0.614504713,1.493071264,-1.162386044,-0.218566781,2.109872779,-0.055732696,12
4.351103636,6.09078636,-0.279409184,-2.967946304,2.259958677,-1.112175832,1.207247369,-0.029345938,1.188028744,-3.770271902,-2.292068216,-2.468403793,-1.100188999,2.401041831,-0.702919681,0.197438778,2.184589511,1.000221871,1.662071941,1.138532969,-0.02397059,-0.596383694,-0.739939257,2.155000199,-0.276535279,12
1.171971907,3.652431423,-2.764562296,-3.106118178,1.058942275,-2.455226553,1.638505361,-8.401891264,2.054396158,2.380270276,-1.507604507,-1.604122833,2.230447253,1.733157723,-0.171685989,-0.106111647,0.879540149,0.163884957,1.860748322,-0.121538985,-1.799824536,0.568483781,-0.460095252,2.074867017,1.526019373,13
2.025120853,5.25102612,-2.186761099,-1.840572815,-0.638880753,-0.98906292,0.411224861,-8.05022226,1.259587484,2.760026091,0.084714253,-1.068365488,1.783733408,1.428002335,-1.393175461,0.050125315,0.043751615,-2.161457287,0.375129393,0.049947431,-2.36155168,1.581756161,-1.82365003,1.511057732,1.753863515,13
0.971916222,2.548818501,-2.567766557,-2.614287932,0.813164442,-0.381997036,1.243067102,-3.741796532,1.498577877,3.077048901,-0.903174608,0.158983733,-1.573769684,1.750719683,1.067081557,2.661017261,-2.322192391,2.255017335,-0.206114397,2.258443817,3.518846063,-0.949759211,-0.813184041,2.512918737,0.539478223,14
2.444980999,4.622370462,-2.378736046,-0.697858583,0.304277077,-0.332281357,1.323281718,-3.783741138,0.268144948,2.423285702,0.130649196,1.914951151,-0.290084554,1.676248076,-0.692780842,0.569233462,0.066295734,2.306364931,1.425994251,2.468267092,2.11501524,-0.510097375,-1.257879327,1.095084582,2.896335366,14
2.666967374,6.104375287,0.869361015,0.744073988,0.015700655,-2.815900353,1.331527081,2.046103146,1.07144571,0.248483419,0.245308969,2.708336503,0.881353829,1.403064309,-0.217825271,-0.310002787,-2.823051038,0.396757246,-0.394213015,-1.110975753,-2.581931511,1.031740388,0.728375712,-0.136304498,-0.313121126,15
2.888107502,6.32286483,0.199400664,0.560040106,0.946673943,-3.195492603,1.029477963,4.748293723,2.225868959,-1.50336221,-0.100856585,1.352524478,0.821361749,-0.4848571,-1.397111651,-1.524808824,-4.187758139,0.090285389,-0.822251166,-0.732548828,-1.733464028,1.824358732,-0.6307445,1.970998422,0.095201493,15
-5.326409912,-0.75472679,-0.689318045,-1.276004256,0.952234302,1.442664541,-1.221485377,1.699942279,-0.906156768,-0.468140424,2.049293107,-2.495325528,1.066856946,-2.70734624,1.249073291,-2.331186404,-0.883027285,0.240828053,1.087498978,-1.860541706,1.530193174,1.00745463,-1.963986851,3.479923386,2.522560122,16
-5.772604774,-1.220111889,0.700441622,-0.055430414,0.700234715,2.946266542,-0.739733998,1.897390864,-1.408803479,0.162843477,1.453136204,-2.020324432,0.455851583,-0.450172989,2.254127883,-2.712204159,-1.4765882,-0.063504718,2.270550249,-2.006291348,0.735125814,-0.563661297,-2.174174072,3.530525624,0.911168341,16
-6.671807699,-1.591001585,6.203518733,-4.525626569,2.067237152,-4.645273246,2.951056368,0.022240624,-4.571427334,0.881704232,3.438525283,2.293291899,-0.740247901,-1.127347306,-0.792876531,0.328026394,2.492428087,-0.851978465,-0.212306905,2.640625792,0.507551517,-0.281691992,-1.247537854,2.150037977,0.366110315,17
-6.149345121,0.005891338,7.599940857,-3.676733076,3.058725994,-4.803119303,2.136722439,-1.136939473,-3.052629395,-0.286158689,4.777603756,1.357001655,-1.216257603,-0.480869589,-0.866095607,1.710611459,1.387619859,-0.115448872,-0.117609336,2.099963711,1.678804926,0.779564268,-0.725400732,0.792251074,0.852257553,17
6.507840179,8.410515548,2.44586489,3.651844161,0.264801936,0.578167271,0.130647329,2.099880967,-1.913691376,4.921113713,2.254772919,-1.230959405,-0.013513859,0.288571251,0.70799364,-2.786462651,0.680189396,-0.235321029,1.432393477,-0.545694115,-0.046873106,0.432813704,-1.155172285,0.854932556,0.08928759,18
5.55277549,8.224299445,2.83404134,2.980297532,0.176461674,0.193277364,0.779064998,2.366435853,-0.472346997,5.916846119,0.014066381,-0.941659678,-0.497714941,-0.593987194,0.794213302,-0.484516388,0.180335329,-1.209919447,0.023688207,-0.454833993,-0.146818618,0.134071124,0.596841515,1.218266401,-0.805042764,18
12.31371647,-7.566405876,4.608225231,-3.76511236,-6.855577705,1.164295674,-1.732455367,-0.223116981,-1.2033318,3.343585597,0.51842264,2.052505987,1.099419292,0.238094006,-0.911542077,-0.318732217,-2.236111876,0.092688313,3.259789672,0.632075076,0.334320871,-0.560943669,-1.890980997,-0.256553458,0.098651319,19
12.72751048,-7.689088161,4.287708832,-3.546306345,-6.291958648,1.414512704,-2.787012423,0.15979253,-2.805802439,1.908309372,0.360553587,0.330481516,0.97116194,-0.103299699,-0.323730452,-1.167902307,-0.652022416,-0.190674783,2.559834902,1.742786352,0.336271738,-0.877135356,-1.332862843,0.077661907,-0.065725563,19
-7.645187398,-3.278392229,2.878881716,0.536487809,0.700669809,2.014617369,1.007405168,2.425134081,0.485589797,2.01296558,0.36557583,-3.791766764,3.497804553,-0.163562129,-1.600762956,0.27791899,1.817508404,3.580452697,0.931708402,1.596862387,-0.009777059,-0.394397158,2.430481573,0.569094122,1.570432962,20
-6.357439069,-2.379678816,4.346010463,2.456711452,1.438231644,-1.155945779,-0.098563251,-0.07616138,0.084643654,-0.182531369,5.126787889,-0.565625745,0.236559502,-1.65530025,-0.133284155,0.02709838,2.620164039,1.515629565,1.36746426,2.318509651,0.868067006,0.503812422,1.825440683,4.056583866,1.45431302,20
-1.53161958,1.932165199,-2.980904923,-4.376984908,-2.617343079,-3.981758982,3.455407695,1.109730174,-4.367665787,1.304923146,1.968309015,3.247649647,-1.24674946,-0.345171349,-0.50142793,-0.030489766,1.521181806,2.909581126,1.112198349,0.916161954,0.770426136,-2.416753455,1.363719756,-0.920860556,-0.997155637,21
-3.220677828,1.937866778,-2.829870923,-4.28797111,-2.846497386,-2.587469669,3.854866441,2.868463395,-4.771685724,1.749650429,-2.068117532,3.418845503,-0.751404912,-2.131596414,1.152610366,-0.631546647,-0.07349361,2.430005067,2.957603634,-0.522895122,1.212693837,-1.305311069,0.542245058,1.31454242,0.212232216,21
-3.396379241,0.318857077,-2.180769745,2.333370316,-3.102283578,0.021101491,-0.213298299,1.555997485,-0.364350516,-3.111196097,-0.521818574,-0.619970274,-0.040311387,-1.271860177,4.102449056,0.781333329,1.154228136,-1.944029133,0.522026785,0.348262357,-0.900655148,-0.873967618,-0.602950876,1.053105795,1.265756517,22
-3.0626222,0.254687726,-2.22797053,1.884500876,-3.534899981,-0.453650676,0.651641136,1.613373091,0.210176191,-2.787170237,-0.383107571,0.709908125,-0.84196669,-1.631104635,2.935417095,-0.679934653,0.841336212,0.295533775,1.119810429,-0.286567997,-0.138275615,-1.877169899,0.472272332,1.937587287,1.122592277,22
-1.655897453,2.506591807,-1.656760934,0.75554049,2.544073936,-2.994996857,-10.94647774,0.536735143,-2.372127251,-0.516083241,-2.458681506,1.118328283,-0.379621313,1.486406212,-1.716747262,1.071893224,-0.365370385,-0.177269231,0.944800282,-2.517104021,-0.512300806,0.547812024,1.151252537,1.232165771,1.29644266,23
-0.751600831,4.266803903,-0.883595128,2.36081827,0.677894124,-0.177570481,-7.365346248,-0.764118398,-2.696934502,-0.375278491,-2.103198657,0.81679207,-0.148047681,-0.203989903,-1.51495439,-0.190601105,-0.55179684,-1.708311817,0.866113301,0.799146273,-0.121626592,-0.560358717,-0.074340303,0.620389118,1.734259462,23
9.541725629,-10.22457481,-1.205068078,3.362232097,6.47727728,0.090652808,2.455537748,0.561590678,-1.91691835,2.218670396,-1.365749594,-1.239191472,-1.364702163,-1.805233109,-0.56423114,-1.116254373,-1.432442736,-1.218878642,-0.553657899,-0.061652687,-2.471330983,-1.746868883,-0.039025252,2.285541661,0.040832572,24
10.41912069,-8.460402243,-3.092060039,3.821156716,6.380011194,-2.187587599,3.003969525,-1.216237817,-2.487607938,0.198161065,-1.704911195,-2.594344959,-1.993079865,-2.988948324,-1.110172,-2.143362778,-1.141735247,0.561445748,0.337428467,0.455582894,-0.279128635,-1.10841252,-2.254187766,0.198590041,0.881899798,24
3.959657507,6.873139815,0.115909185,6.279754511,-2.508976274,4.708116087,1.169009017,-3.474444369,-5.003672271,-2.414319587,1.369015536,0.762075231,0.231472696,-0.148154674,0.902414461,0.200732343,0.638208698,-0.282516252,0.091097046,0.725331451,-0.861002714,0.12608988,0.02375146,-0.214970472,-1.586215105,25
3.564278287,6.567790026,0.544227824,5.597855044,-1.917587974,3.869857062,-3.133066078,-4.607990343,-5.913758912,-1.298075336,0.34504468,-2.312890392,-1.670830153,-0.364763373,0.955944588,0.290986856,-0.590057149,1.744317397,-1.106288765,1.011293948,-2.476997485,-1.487246283,-0.087954801,-0.716565919,0.964180496,25
-7.386985882,-2.9761564,-0.774280891,2.413308537,-5.812865124,-3.827573918,0.701492597,1.033695542,-0.721805378,-0.432862937,-5.320503387,-1.271720224,1.293501715,-0.952770206,0.462599454,0.623000694,1.002921527,-0.328547268,-0.466516424,-0.283723419,0.761743492,-1.768134203,0.049507602,0.620710739,-0.187127628,26
-7.280944074,-2.097013224,1.38974083,2.327649724,-3.836844216,-1.746832893,1.440511209,0.605996765,0.168666299,-0.383084817,-7.128767526,-0.641986442,1.796823929,0.871135115,1.267739609,0.872242942,0.487777232,-0.76820844,1.839053743,-1.543253491,0.392178072,-0.231107459,-0.816499416,-0.50173883,0.266290468,26
-0.133689067,1.484038524,-2.254929551,1.539603812,-1.723772083,0.284435859,0.068407121,0.271266579,2.704933103,-1.457602631,0.090698885,1.72663239,0.715659441,-0.287331524,1.00291073,1.116462078,1.52584567,0.795210098,-0.419532321,1.139709471,-0.424038274,-0.303948655,-0.51494322,-2.222898043,0.165082432,1
0.196898999,2.188456442,-1.597842082,1.082052849,-0.972332098,1.155646561,0.052143233,-0.565553982,2.842415455,-1.530783013,0.641114697,2.744105747,-0.361394744,-0.996101123,-0.053948865,0.526688463,0.370696554,1.049464915,-0.578282848,0.557549574,-0.740360504,-0.016520569,-0.337153282,-1.015251619,0.287889464,1
-3.32519859,-0.490355755,-4.145722548,0.401821047,-4.206375117,-0.622942508,-0.221309783,0.071869407,1.017963252,-0.081105795,1.921646682,0.512398335,-0.563167468,-1.914665172,0.243041985,-1.909753004,-0.542889665,0.760836637,1.03269703,0.427202941,-0.059223297,2.13450439,0.341029078,-0.409401524,-1.435220143,2
-2.546994752,-0.896807266,-4.30146764,0.680600774,-3.540086564,-0.282544699,-1.008629325,0.111365266,1.03388524,0.519236656,1.763239104,-0.903344569,0.025751978,-1.193646416,1.693073188,-0.554592435,-0.577449003,1.26331248,0.279786917,0.792072774,0.606008732,1.285706067,0.368672204,-1.041446199,-2.821220168,2
-8.002238128,-3.218211293,7.982347766,0.843205993,-0.044075488,-2.505295539,0.094775907,-3.356699976,1.199395847,-0.883952013,2.89729143,1.224463533,-0.213947754,-0.920321304,0.518401376,-0.929641673,-0.10654142,0.049591637,-0.052230666,0.572019636,0.454653498,2.093704921,0.615185507,-0.476589912,0.821580024,3
-8.461861634,-4.308141561,9.279021064,2.476127374,1.06630939,-4.081724434,-0.892021082,-2.727291556,1.774231364,-0.099281602,5.91659736,0.820200103,-2.164187231,-0.472864964,0.990052864,-0.775865043,0.24253728,-0.815053299,-0.14073611,0.870076469,0.518487086,1.483367984,1.10332603,1.009873176,-0.272338252,3
-4.753355209,-0.305330965,-4.061401757,0.257482926,-2.152897479,-0.595652416,-0.426274361,1.458935736,0.50549113,0.883818847,1.156318754,-0.146269483,-2.003511054,0.769430613,-1.429651406,2.735861741,-0.003195509,1.165523385,1.078297248,-0.713150913,0.824117919,1.075520767,0.560048867,1.656456844,-0.615620695,4
-3.745574588,-1.24915885,-3.774410593,-0.478259279,-3.590597856,1.009614425,-2.084020064,0.464172643,1.084612694,-0.557837947,1.206423059,-1.405483945,-2.647244828,0.283743462,-1.699808485,3.241575799,-0.181133676,-0.006205983,-0.18279577,-1.98760025,0.424923379,-0.047135822,2.509875836,0.075676891,2.262381406,4
-3.406952342,-0.030572291,-3.511021624,-0.197285263,-3.76048912,-0.144052973,-0.162924894,-1.003944798,2.361277397,0.041999841,0.515532422,0.520485963,-1.27976961,0.087598456,-0.327272023,-0.131054167,-1.142717542,1.912029503,-0.17596735,0.378343024,-1.63871779,1.412189819,-0.924460265,2.21018156,-0.723905149,5
-3.162533255,-0.893175269,-3.270639123,1.319403091,-4.457770869,0.518687628,0.824559488,0.292034019,0.751043285,-0.934980784,1.149974519,-0.401686919,-1.01510629,-0.93757801,0.496624308,-0.851184148,0.455888012,1.814098341,-0.134820016,0.554708783,-0.585785388,1.656232225,1.029760074,1.389459297,0.73374609,5
8.375419361,-3.492368238,2.142173345,-1.518596556,-2.874909431,-0.179803311,-0.494205763,-1.135103568,-0.788133041,-0.553947674,0.46029687,0.414202141,0.705070355,1.041534066,2.015110222,1.384585676,0.608067209,0.929871062,-3.807570976,-1.98013997,0.108186912,1.738874729,0.272848969,0.530976991,-2.015641478,6
9.872952767,-2.905085056,1.502863522,-1.144194126,-1.852890874,0.276657256,-0.48184003,-0.01292769,0.210808152,0.482706384,1.016626386,-0.247197437,0.75198728,-0.292656286,0.699201284,0.404587128,-0.665658729,1.525920318,-2.848880543,-0.901422556,1.506328562,1.48550661,-0.130795181,-0.638742421,-0.30166619,6
-5.48587803,-1.813699923,0.402121187,-1.887863291,1.177253854,3.526411693,-0.372592092,1.471070162,1.138608721,1.241654172,-0.278095701,0.204339388,-1.24969353,2.517547503,-0.580050982,-0.683482697,-0.714116377,-0.183375125,-0.783206078,0.441031861,0.977002051,0.989612792,0.46110254,0.162314227,-0.908123581,7
-6.864559409,-2.444464219,0.978234745,-1.033174276,1.943936275,5.164743846,1.050046472,1.435023634,0.92005139,1.266845398,-0.498372757,-2.411145755,-0.325879377,2.413646838,0.090976244,-1.164119626,-0.641647295,0.829376898,-0.474238647,0.254655345,-2.178344064,-0.693622023,1.697445949,-1.576289946,-0.488450746,7
5.520591153,-9.909610987,-5.915686184,5.011730109,5.265319538,-2.689031718,2.513361774,0.640150306,-0.680149346,-1.357009864,0.219386208,0.540090602,2.036407545,1.252238098,-0.571489342,0.138834305,-0.980097735,-0.030084768,-0.486929658,0.736274934,-0.003463674,1.002915132,-0.259877036,0.154414509,-1.549091675,8
6.253976544,-8.990619299,-5.031894305,5.880871189,3.623925083,-3.546843879,2.161710769,0.060379808,-0.371151563,-0.565652125,0.712725226,1.696686777,3.088683088,1.259065516,1.11995642,-0.946981111,2.252148129,0.371428928,0.048597142,-1.58781928,1.657174733,1.190068182,0.627122191,-0.203973583,-0.350294712,8
5.052389989,6.459205395,1.13432104,4.024004294,0.219150323,1.698727219,-0.05773493,1.831317065,1.980953078,1.143067581,1.348519198,0.638165665,0.015050662,-1.050036094,-2.27661805,-2.577544617,2.307367948,-0.250435606,0.47983254,0.101489893,-0.766441581,1.081745482,0.188247747,0.146491584,-0.84144665,9
4.114137548,6.81075776,0.549550024,3.603058824,-1.138400106,1.333416035,0.512585979,1.108780159,1.995060348,1.236191903,1.257094811,1.66301496,0.221402675,-0.369996678,-2.697367751,-1.313510975,1.148533089,-0.027392553,-0.883179287,-0.365608445,1.143417509,1.306824011,-0.693453616,-0.350633411,-0.941942863,9
-2.869544453,0.618731085,1.905987645,-1.328550054,2.391274278,5.562589853,-0.088043428,0.723729892,-0.193206447,0.135756088,0.454212191,0.344169976,0.211799373,-0.391437131,0.171548647,-0.526512396,-1.6616907,-1.177747448,0.161101084,0.713499784,0.721716369,2.646687376,1.685741587,0.179062453,-0.318587825,10
-1.844017077,0.611657307,0.968345298,-1.184050684,1.82820354,2.985345025,-0.063519229,0.253214603,1.583225339,-0.052843079,-0.047774181,0.677605284,-2.807825852,0.315572972,-1.288326667,1.318026877,-0.811076625,-0.98577908,1.234401033,-2.001218355,2.07914001,1.555715574,1.809558461,0.410890376,0.29159576,10
-1.248641416,1.630142807,1.166906482,-0.789807033,2.564893939,3.452451483,-0.34044168,-0.197767696,0.962115437,-2.77186598,2.529120244,-0.601744729,0.441940948,-2.828604626,1.66809782,1.827206778,0.240663536,-0.909052906,0.837113697,-1.217389403,-0.937672995,0.925533564,-1.525973694,0.335153633,-2.387064804,11
-1.303363751,1.551789893,0.660808435,-0.071992146,3.090775839,4.741799997,-0.189147505,0.431309002,0.797540603,-1.788126256,1.614378143,-0.116868173,0.574354279,-1.073853731,0.949332747,1.215505898,-0.857583756,-0.121328071,1.2242375,-0.594037444,0.523391108,-0.308625727,-0.511314094,1.491405749,-1.358300158,11
3.648576056,5.337671471,0.008554402,-1.551128397,-0.243972284,-1.583907043,2.026199327,-1.401235802,0.593328464,-3.402465652,-0.550427894,-2.613733925,0.596324437,0.007819604,0.896885273,0.315478344,-0.868106272,0.662246979,0.714052904,-1.05998538,-0.959714355,0.387955469,-0.293269355,0.112056968,0.658611887,12
3.656362218,5.225596788,0.108127051,-1.312445826,0.397534139,-1.952950451,1.62440373,-0.77670859,0.826936299,-2.436721216,-0.177000606,-2.215557853,0.93010084,-0.430818043,0.110720397,0.165344989,-0.910163515,0.98879158,-0.884385702,-0.64832636,-1.015163027,1.331512621,-0.33277734,-0.670877439,-0.065684843,12
2.511659881,3.62035334,-1.153337765,-2.372124943,0.239534381,-1.208519569,1.915262132,-3.169996984,1.294835561,0.467369798,0.056625447,-1.494082186,-0.818364791,-0.654148845,-0.567301528,1.245768356,-0.268368366,0.435433797,-0.877504946,0.136463606,-1.451370226,0.397155195,-0.524106274,-1.142153818,0.482596653,13
2.376461299,3.680590795,-1.100718824,-2.416932228,0.665415779,-0.691448545,1.013889917,-5.005295534,1.182628639,1.083124939,0.965949947,-0.786909536,0.163468741,-0.2495233,0.216496026,0.309624642,0.810433632,0.528516314,-0.84768424,0.59701278,-0.390758784,0.172462199,0.739364189,-0.344754662,0.525104048,13
2.21064852,2.928664109,-1.830897126,-0.370892395,1.292303856,0.117176147,-0.655506409,-3.822668015,2.787948287,1.492934927,0.84912377,-0.397432409,-0.480068547,-1.152622678,0.465727767,-0.212472332,-0.618906926,1.175351587,-1.590680738,1.212267227,3.380914619,-0.180195073,-0.151005117,-0.000136403,-0.691565169,14
2.433692616,3.411142921,-0.88043586,-0.518973372,-0.64766913,-0.827138167,0.578545914,-4.049454938,2.329350043,1.443722528,-0.761630899,0.006439769,-0.710720437,-0.412976277,0.557562099,-0.159662199,-1.498108999,1.83181155,0.733982865,2.137096841,2.26579068,0.834736596,-0.383915945,-1.800606867,-0.480761538,14
3.02459711,5.181191868,-0.012577384,-0.788311317,1.943577102,-3.075005174,-0.145100622,1.26946691,0.743729815,-2.215686156,0.77864045,-0.672756883,1.343738396,-0.173214241,0.529208478,-0.687608885,-0.310905671,-0.477033927,-0.425700154,-0.609797982,-1.771275116,0.788562546,0.045100302,0.083605954,-0.269458485,15
3.072509342,5.155418411,-0.090208233,-0.092902852,0.741041851,-3.151616323,1.681735993,0.288955795,1.213804386,-2.571855446,1.186589196,-1.699788424,2.803732179,-0.15351827,-0.413911287,0.487368307,-1.036346078,0.044737932,0.16447845,-0.58161555,-1.928136228,0.718206214,0.316404125,-0.723488592,-1.191049053,15
-4.501175663,-1.020016075,-1.641417362,-0.296189562,-0.2674613,2.182674114,-0.083091845,1.408037864,1.156336803,0.246663989,2.793786356,-1.696696883,0.674051658,-1.176512058,1.348103393,-1.406743248,-1.011142602,-0.014081389,1.257305585,-2.378875207,1.575180915,2.962535767,-0.619232064,0.000518892,1.633960564,16
