PCA1,PCA2,PCA3,PCA4,PCA5,PCA6,PCA7,PCA8,PCA9,PCA10,PCA11,PCA12,PCA3,PCA14,PCA15,PCA16,PCA17,PCA18,PCA19,PCA20,PCA21,PCA22,PCA23,PCA24,PCA25,class
6.299899418,-7.501950346,0.986501526,5.450609344,-6.41692205,4.371014964,3.211722497,-2.947836555,1.597544596,2.408325794,-2.262559387,-3.700894002,4.668097447,-2.043629502,-2.344348421,0.071593081,2.008438344,2.749523767,-1.412859649,-0.444683951,-0.110077323,0.490496262,-3.939506941,2.781805891,-0.917681254,6
5.29860281,-8.909195769,-3.91297446,3.255775938,-6.7792706,5.571095608,7.977303616,-3.184126759,0.116136028,-3.242036849,-0.503015491,-0.672353742,5.646384114,0.723503835,1.359454881,-3.52863575,-0.948995838,2.193778593,-2.639472224,-1.896718926,0.014678658,0.810891265,-0.715763707,-0.672274911,-3.718196836,6
-18.51089334,2.724933052,-4.98469295,5.84361315,-3.037544949,1.251577581,5.906902282,-4.029440997,0.016092342,-4.710320039,-1.249116522,-1.338134664,-3.105952702,-4.420738628,-0.365144584,-0.461970814,0.537766744,1.476924437,1.114307834,3.236042656,-2.884402018,1.461853668,-0.858035221,0.426629494,2.694376121,7
-19.59459055,4.126587219,-4.61633634,2.956192095,-6.067180453,0.672199622,5.127479876,-1.804443859,-0.108929928,-3.634772455,1.901170482,-0.57041559,-3.207922604,-4.274049489,-1.628634953,1.313970483,0.579475629,0.961359432,-2.29830182,1.945844857,0.132868088,-0.919404686,-0.166570409,-0.117313443,2.552697433,7
-9.618889178,-6.329233096,-11.59184789,5.739049254,-0.532018441,8.953458066,3.182592248,2.692288857,-3.382652725,-2.089220269,-1.489825878,0.17485212,-2.712419222,-6.237995904,4.415783139,-6.895648613,-0.666486851,4.065380959,3.170952264,2.183968688,0.642786033,0.437877244,1.370189732,4.382100068,0.770208538,8
-7.952440812,-8.207389116,-14.72917501,4.034538629,-0.521725069,5.80893028,4.349863204,7.712245506,-2.290755276,-2.214003664,3.788342853,-4.948055407,-6.256306572,-5.099604754,1.187279769,-2.8708372,1.810823284,2.957010065,2.791084953,2.18559068,1.582156839,0.427299519,-0.038803841,1.130720072,0.516090511,8
7.863174172,0.17519385,-1.894009632,10.47684318,-0.086252017,-9.124237544,2.276855522,-2.154878797,-1.296724007,-0.489323842,-0.231140325,2.294883571,4.580917192,-3.837866682,-3.512696087,-1.229571034,-1.005111597,5.888588321,-1.375801326,-1.613694542,-0.638791103,3.304680236,-2.340545534,-0.206369543,0.206959358,9
9.037240834,2.806457848,-4.182017243,7.086982762,0.567884667,-8.24278942,0.69735401,-2.214828261,-5.462021569,-0.54633195,4.069790583,-2.718855953,2.509026141,-3.536471934,-4.588380985,-1.758908081,-2.507008727,5.087643861,-1.772380034,-2.001802867,-1.783230609,4.607583511,-1.894311914,1.406144319,-0.159506302,9
-12.66376319,-3.369784136,1.2672352,7.222161653,-6.076070875,-3.768142554,2.649535746,-6.953290744,3.264187138,-2.192066314,-3.177853751,-4.318000005,-1.373789149,-1.428159488,1.716821859,0.131664649,0.021694868,-2.566704562,0.509940879,-0.055961118,0.014890659,0.20541903,-4.001359286,-0.830518995,1.143942196,10
-9.794241935,-3.26434016,1.358061843,6.721478995,-8.358927692,-2.139629037,2.765481797,-3.347119953,2.552846521,-4.312731669,-3.07302853,-3.403315441,-1.707731145,-3.202254597,1.648436611,-2.6195825,2.119479777,-1.018788506,-2.196702211,-2.573717674,-4.173993908,1.892840755,-5.247868044,-0.073859395,0.625105435,10
-9.732129684,-3.481611753,-2.463723484,7.465546404,-5.474382831,-3.951258947,0.431589169,-5.163037583,5.413091727,-0.318467975,-1.893578462,-3.016590918,-1.845524859,-2.477364921,3.815740202,1.655234424,-0.611486701,-2.612487562,2.880141798,0.228956207,-1.683206641,0.130573031,-1.180503285,1.337138198,0.133098515,11
-8.173258215,-3.267821489,-1.100651857,6.147097473,-8.204534637,-5.570181444,2.84051256,-2.331143533,5.035476185,0.029848908,-4.040752701,1.242889468,-2.527987548,-4.60215356,5.179080084,-0.114859671,0.740060137,-0.367226137,-1.112222329,-2.560780764,-1.104801143,0.247379172,-0.478888644,-1.581352001,0.614723225,11
5.340076419,6.132601978,-4.539125596,-0.343385097,-9.466763571,1.081619861,7.168952487,-0.576230084,-3.832586438,-2.341589163,-4.735580769,-3.502458791,1.508908838,-2.199077412,0.522802221,0.85030247,0.355004092,-3.449273644,1.968620176,-2.670101008,2.282068032,3.838580095,-1.259057327,-0.685416371,-1.690072638,12
8.165592936,5.36061098,-8.701444004,-5.946528502,-10.59677379,0.110268389,4.833727055,1.29842085,-3.202333944,-1.160859209,0.817872813,-5.185784174,-2.053699649,-1.719932814,-1.051213005,-0.315415474,2.187879206,0.315255919,0.679302835,-2.285114708,0.431932736,-0.179092036,0.81532298,1.215062677,-1.408328045,12
5.693459685,4.11411186,-6.780247854,-7.904153628,-7.896903583,5.527757588,4.7876456,0.364998792,-2.937488544,3.495632768,0.165756772,-4.890874406,-1.288372158,-0.645178769,-3.320838222,-2.458051456,3.935949673,2.256312734,-2.443136799,-0.124771592,0.925557077,3.600965061,-0.996157266,3.374192033,-1.591952973,13
3.251885369,5.013891382,-6.337965975,-4.762767534,-8.927081729,-3.168663019,5.251295464,-1.651761082,-2.306826221,-0.24455742,-1.071395102,-0.702169739,-0.101739444,1.56184208,-1.31261367,-5.434840647,1.728787019,1.514659675,-1.071857512,-1.051201609,0.684252387,3.101790919,2.248701935,0.762943374,-3.889900074,13
-0.846328604,2.500958804,-8.559964324,-4.609540764,-6.304778351,-1.518529878,7.26795673,-1.895784751,-1.625293153,0.587360622,2.064642495,-3.939467925,-3.515451247,-1.068699612,-0.612207211,-6.591219232,3.029432246,0.472370156,-4.964223769,0.88734839,1.597486128,2.966702084,2.067383244,-0.251736092,-1.01889423,14
1.201954637,2.012008797,-8.049718555,-2.410192997,-2.69665893,-2.283134396,9.384368759,-3.143475805,-1.336834678,4.382228526,2.192620919,-9.675045671,-4.301563829,0.974239941,-0.379402204,-4.9479743,4.096296868,3.003656493,-5.923889741,1.097904138,-0.323137231,1.714604762,0.658975405,1.88908727,-1.633508968,14
6.725155404,14.89776072,-11.95799731,6.178053286,-6.820247561,0.631201904,0.965583147,1.687777854,-1.883257209,0.954612829,-3.406944448,-2.079619516,0.866247265,-4.53578668,-0.280353411,-5.219905307,-1.098484292,0.782016249,-1.043423394,-1.864745488,1.439340264,3.258620185,-1.760276056,0.492274356,-2.111940791,15
9.203284836,11.43443891,-13.34649649,2.423269323,-6.449723971,1.837354312,-2.216980097,3.219875859,-4.124171039,-0.023518721,2.016909019,-2.323986185,1.456622259,-3.011083172,-1.962241342,0.241559104,-3.627064432,-0.251524411,0.959751771,-0.35654175,-0.306205872,0.350091149,-2.232123843,5.666408692,-2.097219335,15
-14.75779829,7.046157516,-9.650558776,4.404569314,-0.433550391,1.917218554,3.021650067,-1.468260894,-0.084773867,0.004779899,3.575856446,1.54643321,1.052409463,-5.903629093,-1.279328893,3.259688146,0.473593105,-0.001507778,-0.996425451,2.76966345,0.735926461,1.592412281,1.527726973,0.236035801,0.714987134,16
-14.40677806,5.010949009,-10.15950898,5.480654924,-0.509692941,-0.87438872,5.20504536,-0.073852177,-2.313644813,-2.717095817,3.059140191,2.19668538,1.443580678,-5.431855117,-0.486411224,2.057723475,0.565109653,0.621668007,2.896526269,2.593383096,-1.276486436,4.172678577,0.219602461,2.193721361,0.395563656,16
-12.26358294,3.277312568,2.631646219,2.614421404,-12.15888962,7.417898234,9.228347147,-4.531052002,0.467374539,3.313314388,-1.980892841,-2.111620216,-2.219531632,1.635602486,-0.300185166,0.677316967,-3.250108292,-1.144280291,-4.33553853,-1.948035759,-3.319555177,0.388747899,4.66512308,-1.277757285,-1.412814201,17
-9.429862428,12.47034249,2.673165802,1.026567108,-11.65961779,6.630083572,7.51170421,-1.184865507,3.494606647,3.293440092,-1.005893013,-1.486237736,-1.703398592,0.25860726,0.747805011,-0.600737851,-3.65887087,1.512647398,-0.421418507,-1.221885864,-1.56257074,1.323808764,6.337555755,-1.371424269,0.125923446,17
16.25393572,7.342323975,-2.56924136,5.103317266,1.495249615,-4.769796322,6.531667508,-2.147355565,3.582332605,0.774905986,5.022783969,-0.328472082,0.998865163,-2.803467625,-3.677271213,-0.623313313,-2.184462494,2.107283862,-3.219230569,-0.404354669,0.308565781,1.225102623,-1.453262624,6.723336092,0.86166467,18
14.02590015,3.789473646,-2.6710201,6.83511932,1.249698437,-8.151727513,8.880980869,-0.683669391,2.135400316,0.453195566,1.805918803,-1.396979686,4.288944207,-2.035311046,-2.250560694,-2.773526482,-3.356937412,0.677509021,-1.663494817,3.939774339,-0.683248316,-0.164298945,-2.992031067,3.528429808,0.365190538,18
4.133743828,-11.03949133,-3.561856336,4.159682138,-5.041583639,6.930248466,7.643191195,-4.739564703,2.310903319,-0.915798991,-2.292184117,-1.320149044,3.40985943,-0.578396099,-1.961935464,-5.527097995,-2.545329182,-4.579026489,-2.931526035,-1.472573163,-2.065361681,4.480701067,-0.84192158,-0.97910298,0.953312514,19
4.375149351,-12.63363079,-3.609157748,5.522997906,-2.20797329,8.744264054,7.723695231,-5.342583415,1.372781507,-1.838501223,-1.605806061,0.831470407,3.498888497,-0.075491013,-1.240469019,-4.140417188,-0.877258594,-3.366179216,-2.542402871,-1.376524019,-5.105501919,3.053050616,-0.080628245,-0.748216317,-0.957013719,19
-17.47065899,3.073525258,-4.223917624,9.557679326,-5.883624644,-1.58975215,4.955092716,0.778809432,-1.498972607,-1.11759888,-4.071496289,-2.5689394,-0.267375507,-3.920414625,-0.848482874,0.348400379,-0.196114509,1.128428303,2.578877326,2.232048033,1.611256796,1.794565232,-1.054309431,3.680185595,1.663324128,20
-19.10994591,5.124410956,-4.181536858,13.45221882,-4.630498397,-1.463845296,9.155195255,2.526246163,-2.28239322,-0.088314586,3.163129228,-0.416991917,0.171143805,-4.23079788,0.766373977,1.204381846,-2.138885461,1.13229125,3.116814431,0.567814115,-2.661409288,3.341663605,6.829932713,-0.451104661,-0.488548519,20
-3.124156104,11.71772577,-7.197911161,-4.763159374,-0.933401902,4.213333466,8.372309201,-2.514156686,0.237903616,1.529780675,-5.367456781,1.92342867,-0.580987544,2.859476223,-1.746988807,-0.289758517,-3.313808358,2.81333784,-0.453085136,1.107154316,-1.463772341,3.91181271,1.738090301,3.74622822,-1.060100098,21
-5.912532247,12.66165419,-8.297240683,-5.153432306,-3.062631801,6.003583927,10.63072318,-1.966153181,1.683695111,-0.989754943,-0.491508529,-0.083640172,-2.13594393,0.51117495,-1.829480477,0.781260587,1.229582009,3.280604826,0.918600804,0.92900222,-1.687897888,3.449270645,-1.093165983,4.18589464,1.597762316,21
-3.713108803,6.225212263,-3.229300596,5.754099806,10.38978031,2.291062127,-4.848222054,-0.246536344,-2.127437686,-1.620968534,-0.864390547,4.456377299,4.738675574,0.467450995,-1.726893331,7.47099116,0.106094383,2.968998293,4.714345093,2.824169831,-3.25012451,1.264675802,1.012758773,2.602231307,-3.523049792,22
-6.290841726,0.040801897,-7.738705073,6.145404961,7.797703321,-0.10024917,0.998342515,1.17833467,-3.081966803,-0.809099847,-4.182374952,7.916893145,3.104958009,-0.382735991,-2.202019932,6.410733878,-0.008256359,2.259511982,5.153565456,0.12342284,-3.481107825,1.053107526,-0.82904966,3.354667519,-2.610326087,22
0.575567723,12.61170309,3.265435821,5.144552702,-5.458477125,2.313430136,-7.026788841,-0.412453782,-3.317671042,-2.061524234,0.223083211,1.556835752,2.933279768,-4.48963803,-1.560969193,-5.686360258,6.492319251,3.591654322,0.145268822,3.875979199,-1.665111591,-2.440308138,-4.458115098,-0.484663692,-5.043760379,23
1.91403808,5.92329334,-0.253708036,9.110920306,-1.940633432,2.974475901,-4.898651321,-5.767486513,-2.190215711,0.468329279,-0.802370565,-0.998592032,3.128235266,-1.094977343,-0.617211658,-3.356912585,3.380513436,2.393472409,1.397713022,4.552667296,0.301687973,-0.613607838,-4.340732654,-3.07749069,-1.282151205,23
1.473539981,-16.45032553,-1.617744441,3.840460336,-4.77479489,0.516608989,4.95120668,-2.031820807,-0.813796161,-1.297265028,0.946098359,-1.49489426,-2.292059939,-3.494557519,-0.144353281,-2.957209955,-2.482895494,3.709798705,5.356783413,-1.265883944,1.772094825,-3.260463484,-3.20790966,0.265468948,-1.564706586,24
4.398776344,-13.62525963,-4.997148182,0.163395226,-0.739138635,1.759890098,4.503516045,0.497635884,2.195503109,0.365672973,0.505412454,-0.916367868,1.039144379,-1.035922386,1.89882562,-4.512649555,-3.220256814,0.291293179,2.322201928,-3.233600251,3.381345331,-2.203286395,-0.755561508,1.870762382,-3.108350681,24
7.431469178,0.458899417,-5.741454471,11.47705151,5.48887694,-7.343696441,1.353569888,-8.436911654,0.406991452,1.32975233,-0.15003655,-0.889367508,4.27494991,-2.491258972,0.100618479,-2.677454658,2.354245685,-1.091439973,2.133232142,-3.14272584,0.434591624,3.925382875,-0.382186994,-0.925968296,1.523321496,25
11.83662774,3.048893861,-4.646155579,15.39450553,8.665351545,4.255490672,5.080323729,-8.011048805,-2.441772968,-8.180107864,5.583131833,-3.861252882,10.95764905,6.769370011,10.18502026,0.968462561,2.032399232,5.213111264,-0.934413868,-4.318292836,4.378382606,-3.493854747,1.082229386,3.057427955,-1.007635329,25
-18.32837016,0.843562674,-2.688192239,8.913164251,-1.788834893,-1.145663477,6.125141899,8.227325998,-1.26249441,0.227912938,-4.222968766,4.339518043,1.053844423,0.7406403,-1.599193089,0.651649841,3.018970814,-0.103987668,0.710960402,0.770261246,4.963202491,-0.840227992,-2.334049413,1.037543441,-0.426227269,26
-17.86640714,4.679301751,-4.809150962,10.53853117,-3.067180313,-1.266174773,9.11370008,8.768055098,-2.283843907,0.886819522,-2.308290123,3.30423078,1.656844127,-2.178160422,-1.500445879,0.62019094,3.585105781,-0.136992264,-1.271603281,0.637817171,4.359925107,-0.477021184,-2.607302037,2.110037614,-0.048277002,26
0.777126966,4.252712797,-5.650233766,1.148541213,1.144308488,4.340102944,-10.06203994,-0.727598582,3.582388653,1.553047974,-1.23043463,-0.676536575,0.994617697,0.180328392,-1.744865221,2.241087816,-3.290632361,-2.890429192,-1.656751187,-1.151594415,-0.463941938,0.109153294,2.697808905,3.732797718,-0.860642121,1
2.828511032,2.703827868,-7.190653241,0.134404982,4.219079441,2.607451239,-10.2754335,-1.568509018,4.555341931,4.403642979,3.568379478,-5.863175071,-0.859949713,0.404053263,-1.578243961,2.691300778,-0.703869677,-1.504353812,0.368640478,-1.203586843,-0.670175549,-0.14107415,1.819996119,-2.213271845,-1.924724397,1
-8.227368371,8.112616877,-14.5933777,-0.120045018,6.00593553,6.324376432,-5.519182334,-1.191804349,2.232179153,4.079272457,2.78804981,-5.389319024,5.16483021,0.264990976,-4.701437394,0.801911217,0.407240574,-1.462469893,0.016332723,2.908035353,1.441856384,1.134148897,3.912671204,0.512357241,1.595775696,2
-6.274516857,5.903227992,-12.52068302,0.465954899,5.807570985,5.997057885,-6.077040199,0.106288055,2.293129075,4.634325807,0.73414362,-3.192196586,4.212163346,-0.08879052,-5.161102299,2.201105032,0.21198258,-0.218624326,-0.662252012,3.045101681,2.521971085,1.365328088,4.449547706,-1.479126716,1.67222839,2
-12.50723707,8.528812584,-1.3185867,3.812517418,-3.661195954,6.389702635,-4.627476495,-3.345324153,1.654314917,3.887538788,1.511406829,-3.535602423,6.331204355,-3.010135148,-1.1770275,-1.420003346,-1.670420429,-2.648791379,0.05639556,-2.155457007,-1.243891022,2.164603837,5.681528005,-1.869196122,-0.52462806,3
-13.86933249,9.89820738,-0.632800971,7.935751972,-4.670335563,6.946295614,-3.052964867,-0.627525498,2.606817347,6.306930623,0.263295442,-4.941535021,6.685246017,-1.986173122,-2.716130913,-1.433915763,-2.827518358,-1.88718748,0.646823393,-0.584540538,0.112674484,1.179536515,8.251548897,-0.735452465,0.647099283,3
-10.44152991,9.815135632,-10.09144094,1.618892089,2.849174787,6.940766599,-5.839626525,-4.013012879,3.188649265,0.310615992,2.253737249,-3.86376146,1.339088461,-0.909694161,-4.311294738,0.929087827,-2.104349509,-0.187967821,-0.429585283,3.63370893,0.024745317,0.730165328,3.013671145,-0.257250528,3.085380918,4
-12.1602158,6.103645272,-9.262752256,3.123163115,0.991072406,5.359677739,-5.568074331,-7.621300369,-0.337444053,0.231577804,1.650759865,-3.141380771,2.734843059,-1.423924381,-5.073943772,0.549028222,-0.488967497,-1.202990536,-0.502423218,1.22917394,0.255475094,-0.02265362,1.43125449,-0.594786491,1.491369304,4
-9.093947099,4.729256672,-14.39896123,-0.036618473,2.864931345,6.588106941,-3.728333127,-2.676022462,1.158552954,2.885150846,4.587665368,-6.045487446,3.202718097,-1.439964167,-5.022662822,1.645840143,1.621091237,1.462957102,-0.279985779,0.489982187,-1.101225432,-0.24375577,2.607898588,-0.823961227,1.524306243,5
-8.8518322,7.584700485,-11.56479483,4.632884594,7.350703246,5.064466354,-4.808032564,-6.577602854,-1.632136278,3.719888124,0.407994769,-1.448387097,6.242759576,-1.280599046,-4.935759695,1.20785812,-1.072668209,-0.660184719,-1.307159856,0.552730483,-0.182213264,2.085514282,2.615883594,0.85587216,0.306599825,5
14.29855996,0.305421839,-2.794587564,0.893672083,3.425440569,10.70027155,-2.274700722,-1.342773505,3.317745551,2.060310477,1.661715489,-3.029852881,1.999072247,-0.625029693,-3.614195938,1.123896255,3.305757954,1.726563683,-0.548518696,-1.588252186,3.97983013,-1.551339379,1.442974134,-3.024244076,-0.333283745,6
14.41000091,0.281745313,-4.759247143,0.319550498,1.749909287,7.360221678,-2.382763535,-0.670519222,2.431049063,3.2002518,1.800464967,-1.349294282,2.083204182,-2.265957796,-4.720631646,-0.596202485,1.833657997,0.979512322,-2.748561026,-3.339689223,3.230493376,-0.145769134,0.44479054,-1.207400612,-0.955024915,6
-12.72331165,5.609369694,-6.044802497,1.832077586,-3.875786394,7.628029626,-5.616671006,-6.248014086,2.448239231,-0.1310926,2.922454982,-7.615014352,2.396896078,-0.57673417,-3.89787786,1.361605942,0.295495195,-1.828543449,-0.755496801,2.052495741,-0.268603588,0.732992091,0.853764902,2.17741342,1.106849974,7
-14.920697,5.535215064,-6.501601596,2.50193401,-4.527586488,5.664026391,-4.119433964,-6.073314415,2.911080192,-1.799206558,2.894707846,-7.092600135,1.240162107,-1.75041478,-3.668120823,2.231798582,-0.416598252,-1.5058997,-0.293810959,2.068730979,0.623773265,1.456783251,0.912740088,0.587459505,2.421747076,7
1.458762475,-2.360061229,-9.904242146,-1.77246268,4.143212924,10.51039779,-9.018672391,1.709340745,0.821142131,3.567395518,1.027347946,-0.105648438,-5.13437756,-5.584087166,1.790291965,-3.344719822,0.106017282,3.690676596,2.23552329,-2.127844103,1.561155895,-0.133133897,2.479694214,0.77827809,-0.246123339,8
-0.537321986,-2.800415545,-7.682356015,4.221487863,2.907406982,10.97914044,-9.564932966,-1.174541412,-0.309315284,1.672072553,-1.95825595,3.266977735,-1.049289896,-5.946091788,1.340286845,-4.690347259,-4.033613804,0.550928623,-0.13638434,-2.200019111,2.102607532,2.609904233,3.346722748,2.727247205,0.74534659,8
15.9187269,5.262484948,-4.253384537,4.228426254,4.807971604,-2.42135043,-7.37210355,0.010711585,1.263476761,3.501354687,4.30197809,-2.781680148,1.593042433,0.572053278,-4.416838603,2.57745761,-0.417817055,3.613759825,-2.03923828,0.41835154,-2.652592264,2.689590189,0.672456874,0.11410173,1.01180838,9
17.01713599,5.515323995,-2.962469367,5.160012725,5.092876473,-0.471308979,-6.184196008,-0.669183791,1.299494907,3.564708717,4.425399508,-3.458831679,-1.228658737,2.19335049,-6.558937292,3.601622145,-0.173488814,5.499567811,-0.823508566,0.120918536,-0.702648712,1.907571476,0.724659399,-1.326615424,0.25712975,9
-1.497515526,8.362275572,-2.059550368,1.923581846,-1.672869923,4.622596229,-7.532398602,-6.548118357,3.194932169,-2.412342284,1.286864797,-5.879622684,-1.00488965,-0.795200986,-0.477978144,0.314749066,1.779487767,-2.489837036,-0.207337379,-1.10197454,-1.957401616,-0.428634445,-0.964834404,-0.534060714,-2.26949264,10
-3.483701917,4.173166789,-2.300976135,2.300957277,-5.508290269,4.298673798,-5.071940081,-6.397797326,5.429615456,-1.510178617,-0.800872649,-6.235026254,-0.523490677,-0.980537385,-1.44603223,1.82702742,0.458653968,-0.883652011,-1.38908838,-0.989649201,0.131112478,0.108557397,0.092568159,0.367876335,-2.319231398,10
1.610916413,1.675430242,-2.813955076,-1.398595882,-0.544948529,2.951665708,-8.575707784,-2.975940411,6.306456909,4.306299081,1.744554868,-4.559269875,0.98676931,0.305561133,-1.328758421,4.579421658,-0.515557592,-2.551189641,2.031835694,-1.117147521,1.365163809,-0.712042246,-0.011388101,0.024616519,-2.907897756,11
1.997885203,2.222863149,-4.690791441,0.347148706,-1.868426937,3.490812094,-8.838169181,-4.117549092,5.022731615,1.648079542,1.295309405,-3.464149266,-0.713911438,0.390926345,-1.214875001,4.606803341,-1.030380059,-2.029724004,1.395430493,-1.384310931,0.678220266,0.592521176,0.77206139,1.786675463,-1.560981643,11
17.08905759,10.82765251,-4.398441733,-1.197290879,1.760960978,4.59767364,-3.626394092,0.258565453,-0.067210592,3.095976221,0.924289381,-4.407282731,1.918626722,-1.353505221,-3.40829092,5.611809672,0.976381691,1.408609943,3.996848778,1.110239374,0.092100384,-0.859139892,1.417608825,-1.397294728,-1.224040285,12
14.3239728,10.2758072,-5.690119473,-1.463838464,-1.230840053,3.55429168,-3.464304376,-1.23641579,-0.061137486,1.78878729,1.821267084,-2.535714515,3.852673379,-2.504823207,-3.309507894,1.962895997,-0.912291275,-0.708833046,3.454541884,0.494522698,1.260768987,-0.534939455,0.615485104,-1.990780333,-0.403889854,12
9.372252834,7.412292264,-6.480740659,-5.768515773,-4.83101566,3.378218551,-3.56591351,-2.48814351,0.336329977,1.648865536,2.832870047,-2.006026508,0.019749199,1.289200121,-2.740191263,-0.731310749,-0.764281194,-1.033169694,4.063499249,0.258648966,3.489850423,-0.184945861,1.499824094,-1.753918341,0.515045427,13
9.223861308,2.689483038,-6.031891474,-6.118913611,-4.291962466,0.840187462,-2.273550698,-2.127197671,1.335471128,3.974283143,1.182318597,-1.768078916,2.082188017,0.592931901,-2.334135729,-2.067447602,1.320148932,0.979419651,0.158433531,-1.566507235,3.809922705,1.598865124,0.646846389,-0.869439209,0.219374175,13
7.419685744,3.06841497,-4.389732456,-4.478616982,-1.288052186,-0.277754961,-5.930625786,-2.904794487,-0.184518286,3.903604725,3.100469379,0.48660128,1.040575084,-2.795328247,-2.359162865,-2.369226947,-2.407884865,0.952527322,-0.472327241,-1.692740183,4.227511865,1.216750981,-0.474602403,-2.433402297,0.463913265,14
5.728394499,1.915036831,-0.990133195,-2.23536474,-2.044111073,-0.582065362,-4.163201057,-1.304969086,1.752279609,3.196255334,-1.913456213,-0.34775114,2.517360557,-0.08553155,-1.811788595,-3.147535914,-2.386415411,-1.615231417,-0.066726717,-2.135404268,3.068590757,1.991212498,-0.879529054,-0.155197857,-1.853288314,14
18.13177558,10.52605506,-4.740446482,-1.830386883,-2.821838123,2.896733495,-6.748900229,1.836346933,-3.322513954,2.651180029,1.260055495,1.123651509,-2.179069918,1.797722505,-3.508857803,4.722367952,-0.785610721,3.455660927,0.572998962,2.145248658,0.098706864,-1.45826205,2.84471454,0.136996366,1.988493254,15
16.57081899,13.2715694,-5.481470947,2.729270562,0.434187506,2.760657706,-5.952828105,2.824923017,-0.963317433,3.330106831,-0.106805556,0.235666986,-0.765389598,1.535248578,-4.406910358,2.517366256,-0.550058797,2.359304301,1.113117517,2.724734375,2.715898544,-0.003457668,1.257525905,-2.513097957,2.366697151,15
-8.059507984,5.667364612,-11.19874696,0.079166998,1.391986511,4.318344741,-5.749028814,-4.196665,0.055527336,2.788040178,2.929463607,-4.135584183,5.717870799,-2.5351184,-3.606543823,0.783326212,-0.043180055,-0.475866855,1.991543953,2.36828796,-0.763058188,1.394676106,0.38069843,3.55648822,2.342375442,16
