LDA1,LDA2,LDA3,LDA4,LDA5,LDA6,LDA7,LDA8,class
3.485547188,0.443484763,-6.990638319,3.032967777,11.4140247,6.508200625,-1.578234285,-1.760596851,5
4.933332017,7.670585034,6.875748675,-12.64427449,4.081496388,-1.253051506,-0.050618345,-3.308438579,6
3.277106489,4.798444374,9.742064243,9.586489723,-0.505929683,1.408435927,0.271403122,0.050531914,7
2.660845626,0.06785916,-2.655929578,2.3046797,-0.368644705,-8.809069276,-6.553240554,0.107086391,8
4.177030074,1.581503105,-3.901042651,-1.933730747,-8.092851903,6.917809397,-4.179945197,-0.995272723,9
-26.20602704,-0.073702605,0.4535575,-0.20432461,-0.187278587,0.24170781,-0.056527513,-0.342426712,1
4.303005898,-15.43444321,4.247271361,-2.061616984,0.523637162,0.756701664,-0.051663448,0.8331188,2
2.425875891,-1.236601532,-1.231262154,0.576674025,-0.858679424,-2.532320158,2.25896598,-6.574078277,3
3.546638655,1.601225152,-3.249617818,0.105796842,-2.011774677,-1.254233995,5.847406677,7.42893545,4
3.334309458,0.650380148,-8.155255344,3.446849582,12.56618104,6.252809922,-2.090649724,0.522404034,5
4.572438229,6.930805666,5.983154314,-10.74794045,3.250819665,-0.441687628,-0.163107811,-0.264421676,6
3.73303798,4.646575112,8.254608591,6.788175412,-0.29912037,1.516587468,0.168532719,-0.255502999,7
2.842232776,0.548185442,-2.781734069,1.798564316,-0.581962477,-8.838136778,-7.040834333,1.202881256,8
4.177030074,1.581503105,-3.901042651,-1.933730747,-8.092851903,6.917809397,-4.179945197,-0.995272723,9
-28.13599258,-0.326213171,1.030719673,-0.351286679,0.037659649,0.671537569,-0.261311582,-0.90537846,1
2.878759696,-9.515251755,2.731407566,-1.214310789,0.090447145,0.347563949,0.401002215,1.567610054,2
3.082335405,-1.352125172,-2.148741775,1.145126852,-1.385959719,-2.440111131,4.290600899,-6.214005777,3
3.703973422,1.855965841,-3.990393266,-0.024877058,-2.681226438,-1.430747027,6.964021062,6.453499203,4
2.817157797,1.023305737,-7.198567274,3.112432693,9.465349951,4.062381399,-1.718413896,-0.224087478,5
4.572438229,6.930805666,5.983154314,-10.74794045,3.250819665,-0.441687628,-0.163107811,-0.264421676,6
3.244682023,4.442265266,9.47810286,9.731911676,-0.653239929,1.638405812,0.14049654,0.180236397,7
3.727045394,1.232897541,-3.128385669,1.806813651,-1.452326566,-9.959944317,-10.2383375,2.15176487,8
4.177030074,1.581503105,-3.901042651,-1.933730747,-8.092851903,6.917809397,-4.179945197,-0.995272723,9
-29.01747162,-0.152057052,0.278432147,-0.597261837,-0.099795919,0.329970163,0.00488019,0.137796386,1
4.303005898,-15.43444321,4.247271361,-2.061616984,0.523637162,0.756701664,-0.051663448,0.8331188,2
3.322493604,-0.347344402,-3.6783138,0.862152826,-1.906307201,-4.411524021,7.082941515,-10.60435899,3
3.129943349,1.988570934,-3.407638961,-0.380208841,-2.339760099,-0.886802344,5.574305486,5.610215358,4
3.359734387,0.771795691,-7.279650725,1.794370527,8.826426423,4.416085796,-0.895480554,0.841033639,5
4.572438229,6.930805666,5.983154314,-10.74794045,3.250819665,-0.441687628,-0.163107811,-0.264421676,6
3.612838512,4.951869783,9.231876237,7.7001744,0.184232099,1.016555508,0.251152319,0.969508806,7
2.54912411,-0.019005817,-1.514195111,1.364289152,-0.111367965,-5.053786701,-3.312918954,0.149304779,8
4.177030074,1.581503105,-3.901042651,-1.933730747,-8.092851903,6.917809397,-4.179945197,-0.995272723,9
-30.28883247,-0.43387304,0.554586193,-1.03736335,-0.008282505,0.795157656,0.198327891,0.88960027,1
4.303005898,-15.43444321,4.247271361,-2.061616984,0.523637162,0.756701664,-0.051663448,0.8331188,2
2.929909357,-0.382823244,-2.830333272,0.879549741,-1.452549462,-3.443003386,5.422226534,-7.506906594,3
3.703973422,1.855965841,-3.990393266,-0.024877058,-2.681226438,-1.430747027,6.964021062,6.453499203,4
3.304888137,1.192177602,-6.620519676,2.533368864,9.306357308,4.551281279,-1.277375653,1.544378109,5
4.572438229,6.930805666,5.983154314,-10.74794045,3.250819665,-0.441687628,-0.163107811,-0.264421676,6
3.244682023,4.442265266,9.47810286,9.731911676,-0.653239929,1.638405812,0.14049654,0.180236397,7
3.207222786,1.443990522,-2.704573578,2.08019289,-0.896647544,-9.906921581,-8.769453878,1.78374136,8
4.177030074,1.581503105,-3.901042651,-1.933730747,-8.092851903,6.917809397,-4.179945197,-0.995272723,9
-25.66110705,0.015754774,0.11196683,-0.697665509,-0.152471613,0.281368373,-0.083753695,-0.274420882,1
4.303005898,-15.43444321,4.247271361,-2.061616984,0.523637162,0.756701664,-0.051663448,0.8331188,2
3.073871098,0.464430646,-3.551672887,1.031915366,-1.227895352,-3.625525502,5.698132291,-5.974611026,3
3.928489836,2.241437476,-4.252376065,0.018892024,-3.953353388,-1.518936086,9.453636484,9.080792844,4
3.102318587,0.326021711,-6.634579193,2.807070894,9.456118432,3.584351041,-0.736349353,-0.1679633,5
5.427211971,10.14636791,8.957338909,-15.63542002,4.827692024,-0.014547272,-0.380867875,0.035525611,6
3.244682023,4.442265266,9.47810286,9.731911676,-0.653239929,1.638405812,0.14049654,0.180236397,7
2.600363125,0.688417133,-2.837061862,2.132416847,-0.423826779,-9.503756901,-6.65645675,0.885853336,8
4.177030074,1.581503105,-3.901042651,-1.933730747,-8.092851903,6.917809397,-4.179945197,-0.995272723,9
-30.05787539,-0.261587733,0.742881752,-0.277527347,0.176192612,0.520253252,-0.910440235,-2.159325211,1
4.303005898,-15.43444321,4.247271361,-2.061616984,0.523637162,0.756701664,-0.051663448,0.8331188,2
2.9245932,-1.006356614,-1.697912811,0.770577715,-0.851223881,-2.677022795,3.681191435,-6.139379407,3
3.703973422,1.855965841,-3.990393266,-0.024877058,-2.681226438,-1.430747027,6.964021062,6.453499203,4
3.380215079,0.711360036,-6.634461793,3.647265256,9.395363624,3.034815386,-2.365233453,0.324524862,5
4.797534657,7.083811556,5.444619174,-9.640190895,2.39262453,-0.268017543,-0.228798398,0.534605537,6
3.737417407,6.19290885,14.64186023,14.52626542,-1.743526579,3.374197657,-0.211548433,0.068330797,7
2.842232776,0.548185442,-2.781734069,1.798564316,-0.581962477,-8.838136778,-7.040834333,1.202881256,8
4.177030074,1.581503105,-3.901042651,-1.933730747,-8.092851903,6.917809397,-4.179945197,-0.995272723,9
-28.72917687,-0.16300818,0.302682037,-0.671984677,-0.131297669,0.392270978,-0.094087907,0.165432058,1
4.634742684,-11.68239215,2.898235153,-1.535220135,0.378665332,0.520718069,-0.256776855,0.786274519,2
2.933226037,-0.335391356,-2.321259277,0.865941679,-1.294496246,-2.957168591,4.43890721,-6.091932085,3
3.994006672,2.369942789,-5.513407933,0.241605983,-3.133601609,-2.090070365,9.709529748,11.39101952,4
3.406596841,0.4269214,-7.841318102,2.135267664,9.532863875,3.883272533,-0.031210539,-2.283539668,5
5.124546621,6.641675839,6.847626026,-10.5407632,3.388017016,-0.187191535,-0.143467591,0.102488537,6
3.601591181,6.495463509,10.38868222,7.905647336,0.137077613,1.540888443,0.449907922,0.356909212,7
3.272150574,1.015952991,-2.497661905,1.773269893,-0.041103427,-7.381701233,-4.732874855,1.402791307,8
4.177030074,1.581503105,-3.901042651,-1.933730747,-8.092851903,6.917809397,-4.179945197,-0.995272723,9
-28.4465134,-0.231210213,0.403937487,-0.630482699,-0.05751698,0.493405465,-0.180951987,-0.222622357,1
4.303005898,-15.43444321,4.247271361,-2.061616984,0.523637162,0.756701664,-0.051663448,0.8331188,2
2.929909357,-0.382823244,-2.830333272,0.879549741,-1.452549462,-3.443003386,5.422226534,-7.506906594,3
3.703973422,1.855965841,-3.990393266,-0.024877058,-2.681226438,-1.430747027,6.964021062,6.453499203,4
3.190622362,0.20423333,-5.517774995,2.865766732,8.389727625,3.429304119,-1.155349801,-0.246108339,5
4.557008962,7.094999978,6.112189274,-10.91409945,3.347651218,-0.492499936,-0.163404595,-0.255403496,6
3.545403801,4.407359846,7.272940841,5.841612254,-0.715507378,1.757204306,0.194856844,0.469667624,7
2.842232776,0.548185442,-2.781734069,1.798564316,-0.581962477,-8.838136778,-7.040834333,1.202881256,8
4.177030074,1.581503105,-3.901042651,-1.933730747,-8.092851903,6.917809397,-4.179945197,-0.995272723,9
-29.01747162,-0.152057052,0.278432147,-0.597261837,-0.099795919,0.329970163,0.00488019,0.137796386,1
4.303005898,-15.43444321,4.247271361,-2.061616984,0.523637162,0.756701664,-0.051663448,0.8331188,2
3.838880454,-0.25954975,-3.721465919,0.960530484,-1.794218613,-3.100062621,6.875843083,-5.305105753,3
3.533168856,1.80765545,-3.794688074,0.106235622,-1.898251085,-1.24621733,5.464444434,6.283784389,4
2.750514933,0.184106631,-4.240719101,2.738343252,6.493357926,2.557012666,-0.745306341,-0.014529479,5
4.49670047,7.091509537,5.601995803,-11.03311397,2.836984019,-0.760815078,0.09927198,0.850362243,6
3.364378527,2.93608808,6.337966002,8.238027141,-1.236940058,1.100642229,-0.015272722,0.188180196,7
2.344378704,-0.159499234,-1.826977102,1.776288566,-0.077706822,-4.878713296,-3.932934889,0.467721883,8
4.177030074,1.581503105,-3.901042651,-1.933730747,-8.092851903,6.917809397,-4.179945197,-0.995272723,9
-29.01747162,-0.152057052,0.278432147,-0.597261837,-0.099795919,0.329970163,0.00488019,0.137796386,1
4.303005898,-15.43444321,4.247271361,-2.061616984,0.523637162,0.756701664,-0.051663448,0.8331188,2
2.373818842,-0.43629311,-2.110510721,0.283492649,-0.521525528,-2.452870738,3.31790996,-5.947324405,3
3.445745106,2.563323859,-2.384545527,1.361566804,-1.831146465,-1.663242537,6.294604177,6.11519047,4
3.076065717,0.206420508,-5.071936456,3.046896625,8.086098304,3.534779241,-0.823309152,-0.560477257,5
4.583254419,6.602444471,5.962654609,-11.17385147,3.277198457,-0.209442872,-0.151808538,-0.261040002,6
3.003221553,4.276280802,9.090316317,10.12374742,-0.895430407,1.450638261,-0.327331441,0.545762546,7
2.213654365,-0.534840921,-1.970628674,1.871492445,-0.077648016,-6.276332151,-4.782757885,-0.038594678,8
3.987515746,1.683456572,-3.292189385,-1.810784789,-6.953633934,6.320884253,-3.074133546,-0.955452789,9
-27.12747566,0.013226993,0.37212891,-0.262870412,-0.584115287,0.147810758,0.359523732,0.519422863,1
2.900173538,-15.8731259,5.024351656,-0.97906274,0.696986628,0.112448605,-0.157605958,1.36168641,2
2.778433839,-0.061415503,-3.592650294,0.309202707,-2.280220754,-4.081258285,5.946986115,-5.277338756,3
3.287673844,1.379014435,-2.93060464,-0.073086891,-1.490083551,-1.023719943,3.282058475,0.796948211,4
3.154328004,0.456303867,-5.213959511,3.448181945,8.987985193,3.151429839,-1.138672368,-0.550833082,5
4.572438229,6.930805666,5.983154314,-10.74794045,3.250819665,-0.441687628,-0.163107811,-0.264421676,6
3.244682023,4.442265266,9.47810286,9.731911676,-0.653239929,1.638405812,0.14049654,0.180236397,7
2.181961533,-0.759853708,-2.374474145,1.909409228,0.095770441,-7.271319597,-4.347734331,-0.431874593,8
4.177030074,1.581503105,-3.901042651,-1.933730747,-8.092851903,6.917809397,-4.179945197,-0.995272723,9
-26.32292527,-0.264404916,0.138914097,-0.358432947,-0.067335601,0.187962564,0.062337415,0.04601219,1
4.941279559,-11.83084342,1.891574061,-1.63833267,-1.72247097,1.101746611,1.175341186,1.940442131,2
2.803568649,-0.00679201,-2.637144433,0.661837626,-1.245224326,-2.878465011,2.949744495,-8.14441286,3
3.223532689,0.543172308,-3.748318387,1.030131941,-1.860167236,-1.447956782,7.185303245,4.631186448,4
3.162308932,1.150484805,-6.767502155,2.687433751,9.865043679,4.394285821,-1.62592976,-0.829120063,5
4.572438229,6.930805666,5.983154314,-10.74794045,3.250819665,-0.441687628,-0.163107811,-0.264421676,6
3.244682023,4.442265266,9.47810286,9.731911676,-0.653239929,1.638405812,0.14049654,0.180236397,7
3.703304235,-0.591959503,-2.495899465,1.857110502,-0.645489705,-6.281168833,-5.812474318,1.781340457,8
4.730603607,0.493979778,-4.001307648,-2.633948398,-9.250640085,8.305040665,-5.005606745,-0.779914231,9
-29.01747162,-0.152057052,0.278432147,-0.597261837,-0.099795919,0.329970163,0.00488019,0.137796386,1
4.303005898,-15.43444321,4.247271361,-2.061616984,0.523637162,0.756701664,-0.051663448,0.8331188,2
2.83036581,-0.717127395,-2.069788165,0.77783233,-0.987349826,-2.700631568,3.686749046,-5.616549346,3
4.087558761,2.301010226,-5.030809275,-0.109341401,-3.400594285,-1.922809654,9.005144285,6.065736121,4
3.360566524,0.818982553,-5.977130885,2.660901138,9.399574885,4.981542937,-1.375135213,0.463741974,5
4.572438229,6.930805666,5.983154314,-10.74794045,3.250819665,-0.441687628,-0.163107811,-0.264421676,6
3.244682023,4.442265266,9.47810286,9.731911676,-0.653239929,1.638405812,0.14049654,0.180236397,7
2.911876981,0.677476385,-1.561662816,0.564837075,-0.242263673,-4.73959233,-3.444301774,0.589938415,8
4.177030074,1.581503105,-3.901042651,-1.933730747,-8.092851903,6.917809397,-4.179945197,-0.995272723,9
-26.79720704,-0.028637713,0.19747383,-0.748039009,-0.152077752,0.40137467,0.164910472,0.304546951,1
4.988364423,-17.68289871,4.63730005,-2.40699065,0.610439367,1.223523085,-0.554904206,2.063706798,2
2.948321066,0.138196573,-2.508488714,1.070887242,-1.348393826,-2.871130291,4.221224412,-4.638928562,3
3.204990053,0.934612512,-2.244809692,-0.218221437,-0.957644446,-2.267307916,3.891369201,3.45424184,4
3.074283719,0.501354208,-4.379220342,2.393213108,6.546435343,2.627623046,-0.423953548,-0.522661963,5
4.572438229,6.930805666,5.983154314,-10.74794045,3.250819665,-0.441687628,-0.163107811,-0.264421676,6
3.244682023,4.442265266,9.47810286,9.731911676,-0.653239929,1.638405812,0.14049654,0.180236397,7
3.017851629,0.895079607,-2.341707869,1.408113915,-0.455796608,-6.939553999,-6.021125886,0.877935922,8
4.46759303,1.87573216,-3.907525376,-1.932827405,-8.929877724,7.61181849,-5.11457207,-0.927574415,9
-29.01747162,-0.152057052,0.278432147,-0.597261837,-0.099795919,0.329970163,0.00488019,0.137796386,1
4.409774687,-13.09446184,3.390801063,-1.615843437,0.16076592,1.095417686,0.030970623,1.111152288,2
2.816028494,-0.697319518,-2.905855375,0.96980029,-1.181643278,-3.753798463,5.204173625,-8.768022805,3
3.255416989,1.061502883,-4.092169699,0.663281255,-1.731171031,-1.264944661,5.656438465,5.517749401,4
2.837074361,0.215979259,-3.786703909,2.334201048,5.72591992,1.913717844,-0.436121248,-0.190914756,5
4.572438229,6.930805666,5.983154314,-10.74794045,3.250819665,-0.441687628,-0.163107811,-0.264421676,6
3.29567197,4.521353068,11.21562812,10.20833641,0.631349721,0.903132217,0.796805359,-0.165713096,7
2.842232776,0.548185442,-2.781734069,1.798564316,-0.581962477,-8.838136778,-7.040834333,1.202881256,8
4.177030074,1.581503105,-3.901042651,-1.933730747,-8.092851903,6.917809397,-4.179945197,-0.995272723,9
-30.00218886,-0.106454732,0.562323019,-0.445645141,-0.168904057,0.436773562,-0.1846937,-0.265122382,1
4.190167415,-10.24807718,2.372311988,-1.095941707,1.142604987,0.241873148,-0.538964625,-0.556371329,2
2.929909357,-0.382823244,-2.830333272,0.879549741,-1.452549462,-3.443003386,5.422226534,-7.506906594,3
3.703973422,1.855965841,-3.990393266,-0.024877058,-2.681226438,-1.430747027,6.964021062,6.453499203,4
3.244199837,0.610598186,-6.483457426,2.955401343,9.787169301,4.510687782,-1.096073536,-0.040931048,5
4.99998154,8.90079316,8.492327792,-15.01008281,4.877056187,-0.565592356,-0.493686785,-1.309648274,6
2.855831728,3.65992085,7.712049623,8.957872984,-0.608042193,1.118386982,-0.028590032,0.773471201,7
4.688586951,0.296768361,-3.325117373,1.497394834,-0.395850526,-9.803926812,-7.829725069,-0.030450386,8
4.177030074,1.581503105,-3.901042651,-1.933730747,-8.092851903,6.917809397,-4.179945197,-0.995272723,9
-28.32843351,0.102441216,-0.041295535,-0.762425838,-0.082155025,0.286887554,0.26283973,0.358627148,1
3.10752206,-13.86975999,2.818992202,-1.932225968,0.528315383,0.541794657,0.469279384,-0.237450084,2
2.020830131,-0.82602479,-1.97399387,0.841060914,-1.090893278,-3.234406876,4.117530418,-7.793845686,3
3.615914949,2.06963917,-4.916264494,-0.717308112,-3.24854003,-1.738499188,9.116796465,5.899771069,4
2.946778697,-0.085809541,-6.440848677,2.839422432,9.475429681,3.801497943,-1.898425694,-0.01280023,5
4.572438229,6.930805666,5.983154314,-10.74794045,3.250819665,-0.441687628,-0.163107811,-0.264421676,6
3.244682023,4.442265266,9.47810286,9.731911676,-0.653239929,1.638405812,0.14049654,0.180236397,7
3.711445231,0.461617474,-3.138325431,1.421206304,-0.861547228,-7.792717558,-5.828313783,1.346715616,8
3.296497609,1.276802503,-2.954344936,-1.909854629,-7.009646153,5.099882714,-2.8798096,-1.711215785,9
-26.79720704,-0.028637713,0.19747383,-0.748039009,-0.152077752,0.40137467,0.164910472,0.304546951,1
4.303005898,-15.43444321,4.247271361,-2.061616984,0.523637162,0.756701664,-0.051663448,0.8331188,2
2.929909357,-0.382823244,-2.830333272,0.879549741,-1.452549462,-3.443003386,5.422226534,-7.506906594,3
3.703973422,1.855965841,-3.990393266,-0.024877058,-2.681226438,-1.430747027,6.964021062,6.453499203,4
3.458669965,0.978714574,-7.880749239,3.989261365,12.89699066,6.129906781,-1.296603923,0.451185574,5
4.262805602,6.710444049,5.004713529,-9.325641453,3.133179824,-0.642669139,0.109184592,0.125599858,6
3.06975238,6.011711789,15.6892708,15.66533555,-0.441031991,2.23713606,0.597231789,-0.864574176,7
2.842232776,0.548185442,-2.781734069,1.798564316,-0.581962477,-8.838136778,-7.040834333,1.202881256,8
4.690410931,2.163965025,-4.489402662,-3.325696201,-10.99193921,8.501922661,-5.23022338,-0.650337805,9
-27.64073334,-0.489173605,0.424838186,-0.956761923,0.235664817,0.003922006,-0.593795405,-0.85937072,1
4.45973824,-13.44607026,3.34941914,-2.13255189,0.860042741,0.651543032,-0.328504997,0.552702347,2
3.568285348,-0.190232329,-3.486731166,1.317642541,-1.663265479,-4.293194043,7.106048368,-9.056476969,3
3.722970658,1.956475656,-3.324322258,-0.35396037,-2.209382194,-0.866620561,5.360471579,6.357138603,4
2.889881218,0.484595816,-6.567465428,2.782626015,10.28680147,4.37676411,-0.429783825,0.557902229,5
3.91540452,5.945294536,4.487455139,-7.481027349,1.677895387,0.315494619,-0.173090174,0.133252338,6
4.546930197,4.681191879,12.14739937,12.82113461,-0.736224237,2.178358703,1.422983501,-1.223974137,7
2.730707043,0.409508419,-2.367827865,1.430053738,-0.629060289,-7.802959013,-6.358542354,0.878536067,8
3.576816472,3.807941467,-5.245700427,-1.90272685,-9.093248392,7.17582682,-4.70389675,-1.627997182,9
-26.72228403,0.255947454,0.092081094,-0.48649009,0.17785117,-0.089273193,-0.296072579,0.657334148,1
3.807081725,-14.10271015,4.755390849,-1.214300676,1.217765864,0.613065854,-0.918968212,0.286839005,2
2.340570702,-0.197008125,-1.87664446,1.228242003,-1.237378915,-2.590077922,3.520022815,-4.570979376,3
3.579136426,1.284621066,-4.615840466,1.149429814,-2.060055313,-2.363636377,7.614437339,3.539960251,4
3.192217848,0.675632409,-4.424002186,2.343870688,6.562745795,2.922690856,-0.274964509,-0.74171909,5
4.572438229,6.930805666,5.983154314,-10.74794045,3.250819665,-0.441687628,-0.163107811,-0.264421676,6
3.390941462,3.211817901,7.330665199,9.091627292,-1.120230104,1.262473834,0.925059172,1.054940452,7
2.773456037,0.98953532,-1.844989839,1.124677332,-0.311870857,-6.983118733,-5.793419273,1.26439692,8
4.177030074,1.581503105,-3.901042651,-1.933730747,-8.092851903,6.917809397,-4.179945197,-0.995272723,9
-29.01747162,-0.152057052,0.278432147,-0.597261837,-0.099795919,0.329970163,0.00488019,0.137796386,1
4.047716912,-13.53228068,2.735327776,-1.845081543,0.32471186,0.616374776,0.236815815,1.698409041,2
3.064720221,-0.793371532,-2.354197172,0.724717954,-1.825707273,-2.027894458,3.503639776,-5.899003029,3
3.703973422,1.855965841,-3.990393266,-0.024877058,-2.681226438,-1.430747027,6.964021062,6.453499203,4
3.192217848,0.675632409,-4.424002186,2.343870688,6.562745795,2.922690856,-0.274964509,-0.74171909,5
4.494329921,7.099731899,6.677370951,-10.69366779,2.847968098,-0.147815771,-0.270300288,-0.487306858,6
3.337081633,3.850393865,7.773043157,9.247538913,-0.876629458,1.552956593,-0.1285879,-0.034049889,7
2.842232776,0.548185442,-2.781734069,1.798564316,-0.581962477,-8.838136778,-7.040834333,1.202881256,8
3.426533138,1.113725412,-1.71829203,-0.516799792,-2.135357827,1.730087788,-1.133414444,-0.024527958,9
-28.24902968,0.131304847,-0.064656564,-0.651382105,-0.26049645,0.292387828,0.256632223,0.283217439,1
4.303005898,-15.43444321,4.247271361,-2.061616984,0.523637162,0.756701664,-0.051663448,0.8331188,2
3.124113117,-0.033719776,-3.756266915,1.053411537,-1.731200345,-3.746067052,6.633295967,-7.589107775,3
3.500869636,1.657852151,-3.568779481,0.752902567,-1.682157474,-1.759177888,5.991418547,5.702594787,4
2.71763758,-0.336770384,-7.096431952,3.906927974,11.70901066,5.013625418,-1.397480587,-0.870319167,5
4.572438229,6.930805666,5.983154314,-10.74794045,3.250819665,-0.441687628,-0.163107811,-0.264421676,6
3.545403801,4.407359846,7.272940841,5.841612254,-0.715507378,1.757204306,0.194856844,0.469667624,7
2.159618117,-0.782787309,-2.664097925,2.4920284,-0.170964999,-8.529654044,-6.682364367,-0.071814685,8
3.03566722,0.181326561,-2.521767599,-0.329355795,-3.694361651,3.0032736,-2.089852388,-1.443778723,9
-26.11801328,-0.008100058,-0.124189328,-0.718539241,-0.093691718,0.168534751,0.268709127,0.197537103,1
5.10535866,-17.26117728,5.36169233,-2.942580202,0.739836439,1.105988777,-0.712823716,1.42092986,2
2.851959877,0.113558624,-2.969200957,0.687521271,-1.306223802,-2.139888154,4.284026209,-2.234634465,3
3.703973422,1.855965841,-3.990393266,-0.024877058,-2.681226438,-1.430747027,6.964021062,6.453499203,4
3.244199837,0.610598186,-6.483457426,2.955401343,9.787169301,4.510687782,-1.096073536,-0.040931048,5
4.572438229,6.930805666,5.983154314,-10.74794045,3.250819665,-0.441687628,-0.163107811,-0.264421676,6
2.609239592,3.66841041,7.082120765,9.143565201,-0.912852452,0.905675114,0.106611532,0.825300714,7
2.624162625,1.519289068,-3.595202413,1.199726882,-0.76231831,-10.92878482,-7.730913234,2.727418027,8
4.177030074,1.581503105,-3.901042651,-1.933730747,-8.092851903,6.917809397,-4.179945197,-0.995272723,9
-29.01747162,-0.152057052,0.278432147,-0.597261837,-0.099795919,0.329970163,0.00488019,0.137796386,1
4.303005898,-15.43444321,4.247271361,-2.061616984,0.523637162,0.756701664,-0.051663448,0.8331188,2
2.929909357,-0.382823244,-2.830333272,0.879549741,-1.452549462,-3.443003386,5.422226534,-7.506906594,3
3.703973422,1.855965841,-3.990393266,-0.024877058,-2.681226438,-1.430747027,6.964021062,6.453499203,4
3.619308764,0.984745194,-4.446672331,2.678469384,7.798721078,4.081320319,-1.353088755,0.156304788,5
4.572438229,6.930805666,5.983154314,-10.74794045,3.250819665,-0.441687628,-0.163107811,-0.264421676,6
2.604443827,4.288624836,8.547997606,8.143965575,-0.528647488,1.798990314,0.122883483,0.599493373,7
